user_id,scheme_name,gender,age,marital_status,state,area_of_residence,social_category,minority_status,disability_status,bpl_category,is_student,employment_status,occupation,income_annum,single_parent_child,risk_score
88434,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Other,33,Widow,Uttar Pradesh,Rural,General,No,No,APL,No,Government Employed,Farmer,1831229,No,0.5592928871522664
14986,PMGDISHA,Other,19,Divorced,Bihar,Rural,OBC,Yes,No,APL,Yes,Government Employed,Student,886583,No,0.395358736448587
23003,Sukanya Samriddhi Yojana,Female,1,Unmarried,Bihar,Rural,ST,Yes,Yes,APL,No,Self Employed,None,355476,No,0.8980315322725908
39616,Agri-Clinics and Agri-Business Centres,Male,31,Married,Karnataka,Urban,General,Yes,No,BPL,No,Employed,Student,116572,Yes,0.9162560379359526
98145,Skill India Mission,Female,31,Married,Maharashtra,Urban,SC,No,No,BPL,No,Private Employed,Student,113967,No,0.8209132893998344
42441,Post Matric Scholarship for SC Students,Other,22,Married,Rajasthan,Urban,SC,Yes,Yes,APL,Yes,Unemployed,Student,780874,Yes,0.8822553287368441
58333,Pradhan Mantri Awas Yojana (Rural),Other,30,Divorced,Kerala,Rural,SC,Yes,No,BPL,No,Unemployed,Labourer,77610,No,0.8341018384077699
98089,Maternity Benefit,Female,32,Married,Telangana,Urban,ST,No,Yes,APL,No,Employed,Shopkeeper,1277484,Yes,0.7326232877326164
61628,Pradhan Mantri Mudra Yojana,Male,56,Married,Maharashtra,Urban,SC,No,Yes,BPL,No,Self Employed,Auto Driver,115251,No,1.0
90898,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Male,27,Married,Bihar,Urban,ST,Yes,Yes,APL,No,Private Employed,Shopkeeper,576914,No,0.8727565915537696
38334,Agri-Clinics and Agri-Business Centres,Female,31,Married,Delhi,Rural,SC,No,Yes,BPL,No,Private Employed,Unemployed,143303,No,0.9137484599264573
50090,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Other,35,Married,Karnataka,Rural,OBC,No,No,APL,No,Self Employed,Labourer,430802,Yes,0.5769093891704126
47151,Old Age Pension,Male,67,Unmarried,Karnataka,Urban,General,Yes,No,BPL,No,Unemployed,None,135711,Yes,0.8186709786416618
39770,Student Scholarship,Female,18,Widow,Bihar,Rural,SC,Yes,Yes,APL,Yes,Unemployed,Student,1226067,Yes,1.0
34886,PMGDISHA,Other,51,Unmarried,Telangana,Rural,OBC,No,Yes,APL,No,Government Employed,Software Engineer,1917807,Yes,0.6683870838844952
98385,Small Business Loan,Other,41,Unmarried,Maharashtra,Urban,General,Yes,Yes,BPL,No,Self Employed,Shopkeeper,134767,Yes,0.8966524600910352
79593,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Male,31,Married,Tamil Nadu,Urban,General,Yes,No,BPL,No,Employed,Labourer,110559,No,0.7415082189923076
22809,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Female,23,Unmarried,Tamil Nadu,Rural,General,Yes,No,BPL,No,Unemployed,Farmer,78504,No,0.7248815031096653
97497,National Health Mission,Female,41,Widow,Delhi,Rural,OBC,Yes,Yes,APL,No,Self Employed,Doctor,941398,No,0.7945370910566298
45426,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Female,21,Unmarried,Telangana,Urban,OBC,Yes,No,BPL,No,Employed,Farmer,88734,No,0.9074804877294625
42364,Small Business Loan,Other,23,Married,Kerala,Rural,General,Yes,No,APL,No,Self Employed,Auto Driver,472408,No,0.6063524080220444
80507,PM-KISAN,Female,42,Unmarried,Kerala,Rural,OBC,Yes,No,BPL,No,Self Employed,Farmer,47334,Yes,0.9827158580779077
87130,Pradhan Mantri Gramin Awaas Yojana,Other,26,Unmarried,Maharashtra,Rural,SC,Yes,Yes,BPL,No,Unemployed,Software Engineer,43879,Yes,1.0
11265,National Fellowship for OBC Students,Female,23,Widow,Karnataka,Urban,OBC,No,No,APL,Yes,Unemployed,Student,168946,Yes,0.750021361086056
66937,Maternity Benefit,Female,33,Married,Andhra Pradesh,Rural,General,No,No,BPL,No,Unemployed,Farmer,23046,Yes,0.956529195916265
65015,Agri-Clinics and Agri-Business Centres,Other,30,Married,Tamil Nadu,Rural,SC,Yes,No,APL,No,Government Employed,Student,248115,Yes,0.6522112978386041
73999,Small Business Loan,Other,39,Divorced,Maharashtra,Urban,ST,Yes,No,BPL,No,Self Employed,Shopkeeper,133531,No,0.7292459828856012
42593,Pradhan Mantri Awas Yojana (Rural),Other,37,Divorced,Delhi,Rural,ST,No,Yes,BPL,No,Employed,Self Employed,98800,Yes,1.0
99016,National Health Mission,Other,18,Divorced,Rajasthan,Rural,SC,No,No,BPL,No,Employed,Unemployed,14377,Yes,0.9795109027045871
41870,Janani Suraksha Yojana,Female,18,Married,Delhi,Urban,General,No,Yes,BPL,No,Private Employed,Doctor,77584,No,0.8748951177526509
18096,Ujjwala Yojana,Female,26,Unmarried,Karnataka,Rural,ST,No,Yes,BPL,Yes,Unemployed,Student,140082,Yes,1.0
79659,Student Scholarship,Male,25,Divorced,Karnataka,Urban,SC,No,Yes,APL,Yes,Unemployed,Student,414255,No,0.7377984723827941
98862,National Fellowship for OBC Students,Female,30,Divorced,Andhra Pradesh,Urban,OBC,Yes,No,APL,Yes,Unemployed,Student,473743,No,0.5061501842367494
67191,PM-KISAN,Other,30,Married,Bihar,Rural,SC,No,No,BPL,No,Self Employed,Farmer,45844,Yes,0.8814154887008242
77065,Stand-Up India,Female,41,Divorced,Bihar,Rural,ST,Yes,No,APL,No,Self Employed,Self Employed,1503568,Yes,0.7986678620994172
62495,National Health Mission,Female,33,Divorced,Andhra Pradesh,Rural,OBC,No,Yes,BPL,No,Private Employed,Teacher,102614,Yes,0.9857776218309913
83697,Post Matric Scholarship for SC Students,Male,23,Divorced,Telangana,Urban,SC,No,Yes,APL,Yes,Unemployed,Student,1228710,No,0.7495039421471502
33862,Atal Pension Yojana,Female,18,Unmarried,Delhi,Rural,SC,Yes,No,BPL,No,Private Employed,Shopkeeper,33717,No,0.9899315808938305
40802,Skill India Mission,Male,26,Divorced,Delhi,Rural,SC,No,Yes,BPL,No,Unemployed,Student,114247,Yes,0.9949861010611718
53601,PM-KISAN,Male,35,Divorced,Kerala,Rural,SC,No,No,APL,No,Self Employed,Farmer,1092505,Yes,0.7872058228351564
85367,PM-KISAN,Male,27,Widow,Bihar,Rural,SC,Yes,No,APL,No,Self Employed,Farmer,987971,Yes,0.8327763717997886
50152,Old Age Pension,Female,69,Divorced,Tamil Nadu,Urban,OBC,No,No,BPL,No,Unemployed,None,40618,Yes,1.0
12688,National Fellowship for OBC Students,Other,23,Widow,Bihar,Urban,OBC,No,Yes,BPL,Yes,Unemployed,Student,38993,No,1.0
17099,PMGDISHA,Male,44,Married,Bihar,Rural,General,Yes,Yes,APL,No,Self Employed,Engineer,997876,No,0.6662320463037535
34145,Agri-Clinics and Agri-Business Centres,Male,34,Unmarried,Delhi,Urban,General,No,Yes,BPL,No,Self Employed,Unemployed,86191,Yes,1.0
45840,Janani Suraksha Yojana,Female,36,Married,Tamil Nadu,Rural,General,No,Yes,BPL,No,Employed,Engineer,141084,No,0.7904629685220497
50837,Pradhan Mantri Mudra Yojana,Male,48,Married,Rajasthan,Urban,ST,Yes,No,BPL,No,Self Employed,Auto Driver,20916,Yes,0.8456154398538007
79682,Ayushman Bharat (PM-JAY),Female,24,Unmarried,Kerala,Urban,ST,Yes,Yes,BPL,Yes,Private Employed,Student,73403,No,0.981970684235498
92063,National Health Mission,Other,56,Married,Maharashtra,Rural,General,No,No,BPL,No,Unemployed,Self Employed,127188,Yes,0.8819229315333669
17039,Small Business Loan,Male,45,Married,Bihar,Rural,General,Yes,Yes,BPL,No,Self Employed,Shopkeeper,132718,No,0.8460649046239742
90823,Maternity Benefit,Female,28,Married,Telangana,Urban,General,No,No,APL,No,Government Employed,Unemployed,1448519,No,0.48454643088679544
75755,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Male,22,Married,Uttar Pradesh,Rural,ST,No,Yes,BPL,No,Employed,Labourer,96510,Yes,1.0
61009,Atal Pension Yojana,Female,29,Widow,Andhra Pradesh,Rural,OBC,No,Yes,APL,No,Unemployed,Labourer,537670,No,0.7614221822296876
70611,Farmer Support,Male,55,Widow,Tamil Nadu,Rural,SC,Yes,Yes,BPL,No,Self Employed,Farmer,12119,No,1.0
52118,Ayushman Bharat (PM-JAY),Other,56,Divorced,Tamil Nadu,Urban,ST,Yes,Yes,BPL,No,Self Employed,Teacher,14159,Yes,1.0
85236,Sukanya Samriddhi Yojana,Female,3,Unmarried,Rajasthan,Urban,ST,No,No,BPL,No,Private Employed,None,132749,No,0.6504069796916179
47955,Old Age Pension,Male,90,Married,Maharashtra,Rural,SC,Yes,Yes,BPL,No,Unemployed,None,143692,Yes,1.0
54462,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Male,19,Divorced,Rajasthan,Rural,ST,Yes,No,BPL,No,Unemployed,Auto Driver,78311,Yes,0.9373177948211744
58632,Ujjwala Yojana,Female,40,Unmarried,Uttar Pradesh,Rural,ST,No,No,BPL,No,Private Employed,Labourer,107987,Yes,1.0
71410,Pradhan Mantri Gramin Awaas Yojana,Male,51,Widow,Karnataka,Rural,ST,Yes,Yes,BPL,No,Government Employed,Software Engineer,26252,Yes,1.0
34632,Van Dhan Yojana,Male,28,Widow,Karnataka,Rural,ST,No,No,BPL,No,Government Employed,Teacher,126863,No,0.8136742299942381
72395,Pradhan Mantri Gramin Awaas Yojana,Female,55,Unmarried,Maharashtra,Rural,SC,No,Yes,BPL,No,Unemployed,Software Engineer,92764,Yes,1.0
51443,Pradhan Mantri Mudra Yojana,Other,50,Divorced,Telangana,Rural,ST,No,No,APL,No,Self Employed,Self Employed,564230,No,0.6051947231472136
69700,National Health Mission,Female,26,Divorced,Karnataka,Urban,SC,No,Yes,APL,No,Employed,Teacher,404092,No,0.6006659094779199
19117,Small Business Loan,Male,50,Divorced,Tamil Nadu,Urban,ST,Yes,No,APL,No,Self Employed,Auto Driver,656369,Yes,0.8632111246136929
58015,Agri-Clinics and Agri-Business Centres,Female,32,Unmarried,Uttar Pradesh,Urban,OBC,No,No,BPL,No,Unemployed,Student,48255,No,0.8619163291897407
28485,Post Matric Scholarship for SC Students,Female,18,Divorced,Rajasthan,Rural,SC,Yes,Yes,APL,Yes,Unemployed,Student,1223397,Yes,0.8958491114169204
92907,National Health Mission,Male,37,Married,Uttar Pradesh,Urban,ST,Yes,Yes,APL,No,Government Employed,Private Sector Worker,1365377,No,0.8306803474359615
38807,Pradhan Mantri Mudra Yojana,Male,34,Divorced,Bihar,Rural,SC,No,No,BPL,No,Self Employed,Self Employed,40243,No,1.0
19273,Start-up Village Entrepreneurship Programme,Female,48,Unmarried,Tamil Nadu,Rural,ST,Yes,Yes,BPL,No,Self Employed,Engineer,111159,No,1.0
50465,Skill India Mission,Male,25,Divorced,Delhi,Urban,OBC,No,No,APL,No,Unemployed,Student,1859799,No,0.5027589676287435
72019,National Fellowship for OBC Students,Male,22,Divorced,Uttar Pradesh,Urban,OBC,No,No,APL,Yes,Unemployed,Student,1020984,Yes,0.6160342549986664
80712,Janani Suraksha Yojana,Female,34,Married,Uttar Pradesh,Rural,ST,Yes,Yes,BPL,No,Government Employed,Engineer,74577,No,1.0
22984,Pradhan Mantri Awas Yojana (Rural),Other,42,Married,Telangana,Rural,SC,Yes,Yes,BPL,No,Self Employed,Private Sector Worker,13215,Yes,1.0
51694,PMGDISHA,Female,24,Widow,Telangana,Rural,General,No,Yes,APL,No,Private Employed,Teacher,928287,No,0.6108159231147727
52621,Pradhan Mantri Gramin Awaas Yojana,Male,29,Unmarried,Andhra Pradesh,Rural,SC,Yes,No,BPL,No,Self Employed,Shopkeeper,139890,No,0.9724061026585988
19716,Sukanya Samriddhi Yojana,Female,7,Unmarried,Rajasthan,Urban,OBC,Yes,No,BPL,No,Unemployed,None,11706,No,0.8735467462947849
60980,Stand-Up India,Female,31,Divorced,Telangana,Urban,OBC,Yes,No,BPL,No,Self Employed,Teacher,101504,No,0.7537550614422209
31249,Atal Pension Yojana,Male,23,Widow,Rajasthan,Urban,OBC,Yes,No,BPL,No,Unemployed,Shopkeeper,10273,Yes,1.0
44433,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Male,38,Widow,Delhi,Urban,General,Yes,Yes,BPL,No,Self Employed,Auto Driver,82064,No,1.0
31999,National Fellowship for OBC Students,Male,29,Married,Maharashtra,Rural,OBC,No,Yes,APL,Yes,Unemployed,Student,690896,No,0.5511337895657548
48050,Ujjwala Yojana,Female,30,Divorced,Tamil Nadu,Rural,General,Yes,Yes,BPL,Yes,Self Employed,Student,95812,Yes,1.0
85503,Van Dhan Yojana,Male,47,Married,Kerala,Rural,ST,Yes,No,BPL,No,Self Employed,Farmer,89080,No,0.8637042167652045
57603,Janani Suraksha Yojana,Female,30,Married,Uttar Pradesh,Urban,OBC,Yes,No,BPL,Yes,Government Employed,Student,86899,Yes,0.7635054173745128
75785,Student Scholarship,Female,18,Married,Kerala,Urban,General,Yes,No,APL,Yes,Unemployed,Student,205842,No,0.5238314516346491
57699,Skill India Mission,Male,25,Married,Uttar Pradesh,Rural,ST,No,No,BPL,No,Government Employed,Unemployed,118622,No,0.888972089215441
68257,Pradhan Mantri Gramin Awaas Yojana,Other,40,Divorced,Maharashtra,Rural,General,Yes,No,BPL,No,Government Employed,Unemployed,18389,Yes,0.9645998766424008
35953,Farmer Support,Male,36,Married,Bihar,Rural,ST,No,No,APL,No,Self Employed,Farmer,681769,No,0.7164224269322558
99407,Pradhan Mantri Gramin Awaas Yojana,Other,59,Widow,Uttar Pradesh,Rural,ST,Yes,Yes,BPL,No,Employed,Labourer,117121,Yes,1.0
34690,Van Dhan Yojana,Other,37,Unmarried,Tamil Nadu,Rural,ST,No,Yes,APL,No,Self Employed,Doctor,1796688,No,0.7402942945192096
97225,Pradhan Mantri Gramin Awaas Yojana,Female,58,Divorced,Kerala,Rural,OBC,Yes,Yes,BPL,No,Private Employed,Farmer,81371,Yes,0.9679280292644692
92994,Post Matric Scholarship for SC Students,Other,20,Married,Telangana,Urban,SC,Yes,Yes,BPL,Yes,Unemployed,Student,122547,Yes,1.0
43706,Post Matric Scholarship for SC Students,Other,22,Widow,Karnataka,Urban,SC,No,No,APL,Yes,Unemployed,Student,1720056,No,0.6875652087989409
23485,Ayushman Bharat (PM-JAY),Female,30,Unmarried,Bihar,Urban,SC,Yes,No,BPL,Yes,Employed,Student,128979,Yes,0.6199575832292795
93254,Start-up Village Entrepreneurship Programme,Male,35,Divorced,Tamil Nadu,Rural,ST,No,No,BPL,No,Self Employed,Labourer,63396,No,0.9941078937812089
45353,Pradhan Mantri Awas Yojana (Rural),Male,51,Widow,Telangana,Rural,OBC,Yes,No,BPL,No,Private Employed,Shopkeeper,119155,Yes,0.8983702477300428
37731,Janani Suraksha Yojana,Female,18,Married,Delhi,Urban,General,Yes,Yes,BPL,No,Unemployed,Engineer,71852,Yes,0.9995287982508081
39206,PMGDISHA,Other,19,Unmarried,Andhra Pradesh,Rural,SC,Yes,Yes,BPL,No,Employed,Self Employed,33142,No,1.0
71898,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Male,38,Divorced,Maharashtra,Rural,ST,Yes,No,APL,No,Self Employed,Farmer,246120,Yes,0.6003917561174018
20954,Ujjwala Yojana,Female,34,Widow,Telangana,Rural,SC,No,Yes,BPL,No,Government Employed,Engineer,141853,Yes,0.8958202635507101
47910,PMGDISHA,Male,51,Unmarried,Kerala,Rural,General,No,Yes,APL,No,Self Employed,Software Engineer,311842,Yes,0.5953842599066042
47220,Post Matric Scholarship for SC Students,Female,24,Unmarried,Uttar Pradesh,Rural,SC,Yes,Yes,BPL,Yes,Unemployed,Student,106717,Yes,0.9687360302700141
63284,Start-up Village Entrepreneurship Programme,Female,50,Married,Andhra Pradesh,Rural,SC,Yes,Yes,APL,No,Self Employed,Self Employed,212966,No,0.7393967346966885
58233,Pradhan Mantri Awas Yojana (Rural),Male,18,Divorced,Kerala,Rural,ST,Yes,Yes,BPL,No,Private Employed,Self Employed,88324,No,1.0
11309,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Male,34,Married,Kerala,Urban,OBC,No,Yes,APL,No,Self Employed,Labourer,1521945,No,0.6867867082265913
82013,Maternity Benefit,Female,20,Married,Telangana,Rural,SC,No,Yes,BPL,No,Private Employed,Engineer,76074,No,0.932818542487044
74095,Post Matric Scholarship for SC Students,Female,20,Unmarried,Tamil Nadu,Rural,SC,Yes,No,BPL,Yes,Unemployed,Student,29489,Yes,1.0
26744,Small Business Loan,Male,45,Married,Kerala,Urban,OBC,Yes,Yes,BPL,No,Self Employed,Self Employed,52814,No,0.9870387578669356
17251,Post Matric Scholarship for SC Students,Other,17,Unmarried,Delhi,Rural,SC,Yes,Yes,BPL,Yes,Unemployed,Student,131283,No,0.9663970707334136
44015,National Fellowship for OBC Students,Other,24,Divorced,Karnataka,Urban,OBC,Yes,No,APL,Yes,Unemployed,Student,1949357,No,0.5728630343443004
50663,Pradhan Mantri Mudra Yojana,Male,37,Unmarried,Karnataka,Rural,OBC,No,No,APL,No,Self Employed,Auto Driver,973350,No,0.5881887909573351
29582,Post Matric Scholarship for SC Students,Other,20,Married,Maharashtra,Urban,SC,No,Yes,BPL,Yes,Unemployed,Student,14347,Yes,1.0
55383,Ujjwala Yojana,Female,54,Divorced,Karnataka,Urban,OBC,No,Yes,BPL,No,Employed,Farmer,75588,Yes,1.0
55763,Pradhan Mantri Gramin Awaas Yojana,Other,49,Widow,Karnataka,Rural,SC,Yes,No,BPL,No,Private Employed,Unemployed,87350,Yes,0.9794726442807611
89523,Skill India Mission,Female,19,Widow,Kerala,Urban,OBC,Yes,No,APL,No,Self Employed,Student,452873,Yes,0.7694398417033966
55698,Pradhan Mantri Mudra Yojana,Other,56,Widow,Bihar,Urban,ST,Yes,No,BPL,No,Self Employed,Self Employed,125073,No,0.9219768422379644
63630,Skill India Mission,Female,21,Divorced,Maharashtra,Rural,General,No,Yes,BPL,No,Private Employed,Unemployed,146687,Yes,0.8751115691085803
56580,Stand-Up India,Female,50,Unmarried,Andhra Pradesh,Urban,General,No,No,APL,No,Self Employed,Unemployed,1899564,No,0.47573424863798164
18339,Agri-Clinics and Agri-Business Centres,Male,28,Widow,Uttar Pradesh,Urban,ST,No,Yes,BPL,No,Private Employed,Student,89248,No,1.0
73000,Van Dhan Yojana,Female,49,Divorced,Uttar Pradesh,Rural,ST,Yes,Yes,BPL,No,Unemployed,Shopkeeper,129044,No,0.957201854699547
37748,National Health Mission,Female,48,Widow,Maharashtra,Urban,OBC,No,Yes,BPL,No,Unemployed,Doctor,20731,Yes,1.0
78155,Post Matric Scholarship for SC Students,Female,22,Divorced,Kerala,Rural,SC,No,Yes,APL,Yes,Unemployed,Student,936818,No,0.8169738305897799
81230,Pradhan Mantri Awas Yojana (Rural),Male,60,Unmarried,Uttar Pradesh,Rural,ST,Yes,No,BPL,No,Unemployed,Teacher,63426,Yes,1.0
42988,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Other,22,Married,Delhi,Urban,OBC,No,Yes,APL,No,Government Employed,Shopkeeper,175115,Yes,0.8046946659034404
90501,Sukanya Samriddhi Yojana,Female,10,Unmarried,Telangana,Rural,OBC,Yes,No,BPL,No,Unemployed,None,21867,No,0.7773960521809107
70698,Pradhan Mantri Gramin Awaas Yojana,Female,34,Unmarried,Delhi,Rural,General,Yes,No,BPL,No,Private Employed,Teacher,58282,Yes,1.0
68231,Atal Pension Yojana,Other,29,Married,Maharashtra,Urban,General,Yes,Yes,BPL,No,Self Employed,Auto Driver,40049,Yes,1.0
44076,Janani Suraksha Yojana,Female,32,Married,Kerala,Rural,ST,No,Yes,BPL,No,Unemployed,Software Engineer,138414,Yes,1.0
80747,Van Dhan Yojana,Female,44,Unmarried,Delhi,Rural,ST,No,Yes,BPL,No,Private Employed,Teacher,85892,Yes,1.0
85868,Old Age Pension,Other,72,Widow,Delhi,Rural,OBC,No,Yes,BPL,No,Unemployed,None,18068,No,0.9467276992042265
48898,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Male,19,Married,Kerala,Rural,General,Yes,No,APL,No,Private Employed,Farmer,1070284,No,0.5898813979427165
20381,Skill India Mission,Other,31,Widow,Delhi,Rural,OBC,Yes,Yes,APL,No,Self Employed,Unemployed,1294171,Yes,0.9662621982330626
96503,Post Matric Scholarship for SC Students,Female,17,Unmarried,Delhi,Rural,SC,Yes,No,BPL,Yes,Unemployed,Student,135591,Yes,0.6810462750149929
98034,Agri-Clinics and Agri-Business Centres,Male,31,Widow,Uttar Pradesh,Rural,ST,Yes,Yes,BPL,No,Unemployed,Student,43221,Yes,1.0
43241,Small Business Loan,Male,27,Divorced,Rajasthan,Rural,OBC,Yes,Yes,BPL,No,Self Employed,Shopkeeper,129893,No,0.9326769521366662
68810,PMGDISHA,Male,59,Unmarried,Telangana,Rural,SC,Yes,No,APL,No,Private Employed,Software Engineer,1593426,No,0.7304584296194455
86889,Farmer Support,Female,23,Divorced,Bihar,Rural,OBC,Yes,No,APL,No,Self Employed,Farmer,1143950,No,0.5346035625460042
53529,Ujjwala Yojana,Female,42,Divorced,Karnataka,Rural,ST,Yes,Yes,BPL,No,Government Employed,Labourer,48860,No,1.0
67733,Pradhan Mantri Mudra Yojana,Other,46,Divorced,Telangana,Rural,OBC,Yes,No,APL,No,Self Employed,Shopkeeper,1362386,No,0.5561599629842197
66005,Post Matric Scholarship for SC Students,Female,18,Unmarried,Uttar Pradesh,Rural,SC,No,No,APL,Yes,Unemployed,Student,1825034,No,0.5316740360828867
27776,Farmer Support,Female,57,Widow,Rajasthan,Rural,OBC,No,No,BPL,No,Self Employed,Farmer,133851,Yes,0.7793572726690807
28834,Atal Pension Yojana,Female,23,Widow,Andhra Pradesh,Urban,SC,No,No,APL,No,Private Employed,Auto Driver,1387746,No,0.6356037558512055
94237,Old Age Pension,Other,78,Divorced,Karnataka,Urban,OBC,No,No,BPL,No,Unemployed,None,149332,No,0.6777529115813009
56590,Agri-Clinics and Agri-Business Centres,Male,38,Unmarried,Telangana,Rural,General,No,No,BPL,No,Private Employed,Unemployed,82930,No,0.7633289534490948
89555,Old Age Pension,Other,76,Unmarried,Bihar,Rural,General,Yes,Yes,BPL,No,Unemployed,None,31217,No,0.9841851859999465
46609,Student Scholarship,Male,19,Divorced,Uttar Pradesh,Rural,SC,Yes,No,APL,Yes,Unemployed,Student,1315335,Yes,0.8317313640057638
47704,Agri-Clinics and Agri-Business Centres,Other,27,Married,Rajasthan,Rural,ST,Yes,No,BPL,No,Employed,Student,84246,Yes,0.9913733527993905
69267,Van Dhan Yojana,Other,30,Married,Maharashtra,Rural,ST,Yes,Yes,APL,Yes,Private Employed,Student,1753929,No,0.8820258927181817
96151,Skill India Mission,Female,18,Divorced,Telangana,Urban,General,No,Yes,BPL,No,Employed,Unemployed,115697,No,0.9203539650156073
64418,Pradhan Mantri Gramin Awaas Yojana,Male,44,Divorced,Bihar,Rural,General,No,Yes,BPL,No,Government Employed,Farmer,23447,No,1.0
73424,Pradhan Mantri Mudra Yojana,Other,25,Widow,Karnataka,Rural,OBC,No,Yes,APL,No,Self Employed,Auto Driver,367554,No,0.8150430257060381
27222,Janani Suraksha Yojana,Female,19,Married,Bihar,Rural,ST,Yes,Yes,BPL,No,Employed,Software Engineer,52365,No,1.0
71604,Agri-Clinics and Agri-Business Centres,Male,31,Widow,Delhi,Rural,SC,Yes,No,APL,No,Government Employed,Unemployed,1478031,Yes,0.9329403283880818
48762,Start-up Village Entrepreneurship Programme,Male,24,Unmarried,Tamil Nadu,Rural,OBC,Yes,No,APL,No,Self Employed,Self Employed,172086,Yes,0.699120571194752
90997,Ujjwala Yojana,Female,51,Widow,Karnataka,Rural,SC,No,No,BPL,No,Unemployed,Shopkeeper,127385,No,0.8305554695058499
23919,Ujjwala Yojana,Female,31,Divorced,Andhra Pradesh,Urban,SC,No,No,BPL,No,Government Employed,Engineer,69108,Yes,0.8682435700227601
40062,Skill India Mission,Other,18,Unmarried,Telangana,Rural,SC,Yes,Yes,BPL,No,Government Employed,Unemployed,111551,No,1.0
59425,Farmer Support,Male,60,Divorced,Uttar Pradesh,Rural,General,Yes,No,BPL,No,Self Employed,Farmer,147683,No,0.7167845904591723
55905,Student Scholarship,Other,20,Widow,Bihar,Rural,General,Yes,No,BPL,Yes,Unemployed,Student,49882,Yes,1.0
11109,Van Dhan Yojana,Female,33,Widow,Andhra Pradesh,Rural,ST,No,No,APL,No,Government Employed,Doctor,1558835,Yes,0.8378262193517811
93987,Post Matric Scholarship for SC Students,Female,21,Widow,Bihar,Rural,SC,Yes,Yes,BPL,Yes,Unemployed,Student,83911,No,0.9116765450897742
83500,Post Matric Scholarship for SC Students,Male,24,Widow,Delhi,Rural,SC,No,No,APL,Yes,Unemployed,Student,698390,No,0.6787171599036874
45279,Skill India Mission,Male,22,Widow,Andhra Pradesh,Urban,SC,No,Yes,BPL,No,Unemployed,Unemployed,52795,Yes,1.0
20009,National Fellowship for OBC Students,Other,26,Divorced,Uttar Pradesh,Urban,OBC,No,No,BPL,Yes,Unemployed,Student,128977,No,0.6226603141592539
61124,Student Scholarship,Female,22,Unmarried,Kerala,Urban,General,No,No,BPL,Yes,Unemployed,Student,25969,No,0.5564481687079418
33211,Pradhan Mantri Shram Yogi Maandhan (PM-SYM),Male,21,Unmarried,Uttar Pradesh,Urban,General,Yes,No,APL,No,Employed,Auto Driver,860013,Yes,0.7944043042584501
41038,PM-KISAN,Other,50,Divorced,Karnataka,Rural,General,Yes,No,APL,No,Self Employed,Farmer,1353905,Yes,0.6440308102452913
81458,PM-KISAN,Female,24,Divorced,Tamil Nadu,Rural,SC,No,Yes,APL,No,Self Employed,Farmer,1018306,No,0.7495575621227637
86700,Pradhan Mantri Awas Yojana (Rural),Male,19,Widow,Maharashtra,Rural,SC,Yes,No,BPL,No,Unemployed,Engineer,32891,Yes,1.0
93885,Old Age Pension,Female,71,Married,Andhra Pradesh,Urban,OBC,No,Yes,BPL,No,Unemployed,None,122482,Yes,0.8415912685686043
41639,Maternity Benefit,Female,36,Married,Delhi,Urban,General,Yes,Yes,BPL,No,Employed,Farmer,96052,No,0.8386129249039924
36184,Van Dhan Yojana,Female,57,Widow,Maharashtra,Rural,ST,Yes,No,BPL,No,Private Employed,Shopkeeper,11438,Yes,1.0
39834,Old Age Pension,Male,83,Divorced,Maharashtra,Urban,General,No,No,BPL,No,Unemployed,None,145991,Yes,0.6799454091945308
49954,Ayushman Bharat (PM-JAY),Female,25,Married,Delhi,Rural,SC,No,Yes,BPL,No,Private Employed,Doctor,68672,Yes,0.9775242206006987
56355,Ayushman Bharat (PM-JAY),Female,28,Widow,Kerala,Urban,SC,No,No,BPL,No,Private Employed,Doctor,126362,Yes,0.8460079363961029
37052,Sukanya Samriddhi Yojana,Female,6,Unmarried,Uttar Pradesh,Urban,OBC,No,No,BPL,No,Government Employed,None,57801,No,0.7920876109692809
64012,Skill India Mission,Male,25,Married,Karnataka,Rural,General,Yes,No,BPL,No,Self Employed,Student,16110,Yes,1.0
21098,Post Matric Scholarship for SC Students,Other,25,Divorced,Telangana,Urban,SC,Yes,Yes,BPL,Yes,Unemployed,Student,48906,Yes,1.0
39415,National Fellowship for OBC Students,Female,26,Unmarried,Bihar,Urban,OBC,No,Yes,BPL,Yes,Unemployed,Student,71775,Yes,0.9104525521823137
62779,Start-up Village Entrepreneurship Programme,Female,48,Unmarried,Bihar,Rural,OBC,Yes,No,APL,No,Self Employed,Self Employed,748377,No,0.5238663690051247
